Target,Text,Text_es
ham,"Hey , is * rite u put Ã¥Ã10 evey mnth is that all?","Hola, ¿es correcto que pones 10 dólares cada mes, ¿es eso todo?"
ham,i am going to bed now prin,"Voy a la cama ahora, prin."
ham,I think just yourself â°Ã_Thanks and see you tomo,Creo que solo tú. Gracias y nos vemos mañana.
ham,If u dun drive then how i go 2 sch.,"Si no conduces, ¿cómo voy a la escuela?"
ham,I not at home now lei...,"No estoy en casa ahora, lei..."
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@Ã¥Â£1.50rcvd,"¿GSOH? ¿Bien con el SPAM, chicas? ¿Podrías ser un gigoló? Para unirte al club de hombres de más rápido crecimiento del Reino Unido, responde ONCALL. mjzgroup. 08714342399. Para detener, responde STOP. msg@£1.50 recibido."
ham,Ok then i will come to ur home after half an hour,"Está bien, entonces iré a tu casa después de media hora."
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,"Tienes un admirador secreto que está buscando contactarte. Descubre quién es, revela quién piensa que eres tan especial. Llama al 09058094599."
ham,Do u hav any frnd by name ashwini in ur college?,¿Tienes algún amigo llamado Ashwini en tu universidad?
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,Acabo de terminar mi almuerzo de camino a casa... Pensé que no querías quedarte en la escuela hoy...
ham,K then 2marrow are you coming to class.,"K entonces, ¿mañana vienes a clase?"
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","FANTASÍAS CALIENTES EN VIVO llama ahora al 08707500020 Solo 20p por minuto NTT Ltd, Apartado de correos 1327 Croydon CR9 5WB 0870 es una llamada a tarifa nacional"
ham,Pls send me your address sir.,"Por favor, envíame tu dirección, señor."
ham,I want to lick your pussy now...,Quiero lamer tu vagina ahora...
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",¿Vas a seguir teniendo en stock mañana/hoy? Estoy tratando de conseguir un dubsack.
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,"¡URGENTE! Su número de móvil ha sido premiado con un premio de £2000 GARANTIZADO. Llame al 09061790125 desde un teléfono fijo. Reclame 3030. Válido solo por 12 horas, 150ppm."
ham,"I'll see, but prolly yeah","Veré, pero probablemente sí."
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,Pensé que podríamos salir a cenar. ¡Yo invito! ¿Te parece bien?
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,¿Dónde estás? ¿Qué haces? ¿Cómo puedes soportar estar lejos de mí? ¿No te duele el corazón sin mí? ¿No te preguntas por mí? ¿No me anhelas?
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,"Lo siento. Nunca te enteras a menos que lo reserves. Uno era un poco una broma: realmente estaban buscando chicas blancas delgadas. El otro era una línea: solo puedes hacer tanto en cámara con eso. Algo así, están haciendo el casting por la apariencia."
ham,What you doing?how are you?,¿Qué estás haciendo? ¿Cómo estás?
ham,"Sure thing big man. i have hockey elections at 6, shouldnâ°ÃÃ·t go on longer than an hour though","Claro, gran hombre. Tengo elecciones de hockey a las 6, no debería durar más de una hora."
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,"Mira, vi un par de relojes Swatch que creo que están bastante bien. Alrededor de 116, pero necesito una segunda opinión..."
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),"Hola, ¿te gustan las fotos de las vacaciones? Se veían horribles, así que no las publiqué. ¿Cómo va lo de Camp America? Hablamos pronto, Serena :)"
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.","¡Cariño! ¿Cómo va ese día? ¿Qué estás haciendo? Ya te extraño, mi amor... *beso cariñoso*... Espero que todo vaya bien."
ham,Yunny... I'm goin to be late,Yunny... voy a llegar tarde.
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,"El médico me recetó morfina porque los otros analgésicos no son suficientes. Estoy esperando a que mi mamá la traiga. Ese medicamento debería hacer efecto rápido, así que intentaré estar en línea más tarde."
ham,"Cool, want me to go to kappa or should I meet you outside mu","Genial, ¿quieres que vaya a kappa o debería encontrarte afuera?"
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe","¡Hola, nalgas sexys! ¿Te he dicho? Te adoro, chico amante. Espero que recuerdes agradecer a tu cuñada por esas albóndigas *sonríe*... te amo, cariño."
ham,May b approve panalam...but it should have more posts..,Puede que apruebe panalam... pero debería tener más publicaciones.
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","¡Venta de enero para hombres! Chat gay caliente ahora más barato, llama al 08709222922. Tarifa nacional desde 1.5p/min barato hasta 7.8p/min en horas pico. Para detener los mensajes, llama al 08712460324 (10p/min)."
ham,"Sorry, I'll call later","Lo siento, llamaré más tarde."
ham,I dont thnk its a wrong calling between us,No creo que sea una llamada equivocada entre nosotros.
ham,Me i'm not workin. Once i get job...,No estoy trabajando. Una vez que consiga un trabajo...
ham,And by when you're done I mean now,"Y cuando digo que has terminado, me refiero a ahora."
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,Es tu suerte amar a alguien. Es tu fortuna amar a quien te ama. Pero
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,"Hola cariño, acabo de volver del trabajo y quería verte todo el día. Espero no haberte molestado por teléfono hoy. Si estás despierta, llámame xxx."
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,"Mensaje gratuito: ¡Hoy es el día si estás listo! Estoy caliente y vivo en tu ciudad. ¡Me encanta el sexo, la diversión y los juegos! Netcollex Ltd 08700621170150p por mensaje, responde ""Stop"" para finalizar."
ham,Is it your yahoo boys that bring in the perf? Or legal.,¿Son tus chicos de Yahoo los que traen la mercancía? ¿O es legal?
ham,No need to say anything to me. I know i am an outsider,No es necesario que me digas nada. Sé que soy un extraño.
ham,have you ever had one foot before?,¿Alguna vez has tenido un pie antes?
ham,Just got to  &lt;#&gt;,Acabo de llegar a <#>
ham,"Good! No, donâ°ÃÃ·t need any receiptsâ°ÃÃwell done! (â°Ã_) Yes, please tell . Whatâ°ÃÃ·s her number, i could ring her","¡Bien! No, no necesito ningún recibo, ¡bien hecho! (¡_) Sí, por favor, dime. ¿Cuál es su número? Podría llamarla."
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""","""Una cita siempre verde dicha por Jerry en el cartoon: 'Una persona que siempre te irrita es la que te ama mucho, pero no sabe expresarlo... ¡¡...!! :-) :-) Buenas noches'"""
ham,Leave it wif me lar... ÃÃ wan to carry meh so heavy... Is da num 98321561 familiar to Ã_?,"Déjalo conmigo, lar... Quiero llevarme tan pesado... ¿Es el número 98321561 familiar para ti?"
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),Hermosa verdad: La expresión del rostro podía ser vista por todos... Pero la depresión del corazón solo podía ser entendida por los seres queridos... Buenas noches;-)
ham,Infact happy new year. How are you where are you when are we seeing,"De hecho, feliz año nuevo. ¿Cómo estás? ¿Dónde estás? ¿Cuándo nos vemos?"
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)","En la película de Los Simpson, estrenada en julio de 2007, ¿cómo se llama la banda que murió al inicio de la película? A-Día Verde, B-Día Azul, C-Día Rojo. (Envía A, B o C)"
ham,That's a shame! Maybe cld meet for few hrs tomo?,¡Qué pena! ¿Quizás podríamos encontrarnos por unas horas mañana?
ham,Lol I would but despite these cramps I like being a girl.,"Jaja, lo haría, pero a pesar de estos calambres, me gusta ser chica."
ham,I canÃ¥Ãt wait for cornwall. Hope tonight isnÃ¥Ãt too bad as well but itÃ¥Ãs rock night shite. Anyway iÃ¥Ãm going for a kip now have a good night. Speak to you soon.,"No puedo esperar para Cornwall. Espero que esta noche no sea demasiado mala también, pero es noche de rock. De todos modos, voy a dormir un rato ahora. Que tengas una buena noche. Hablamos pronto."
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,"Por favor, ayúdame a decirle a Sura que estoy esperando una batería de Hont. Y que si puede, por favor, me envíe un mensaje sobre cómo descargar películas. Gracias."
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,"Por favor, llama a Amanda con respecto a la renovación o actualización de tu actual teléfono móvil de T-Mobile sin costo alguno. La oferta termina hoy. Tel 0845 021 3680 sujeto a términos y condiciones."
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...","No he encontrado una manera de conseguir otra aplicación para tu teléfono, ¿eh? ¿Vas a ir al café internet? ¿Aceptaste ese trabajo? Geeee, te necesito, cariño. Anhelo verte..."
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,"Solo trabajo de lunes a jueves, pero el sábado no puedo... Ya tengo planes... ¿Qué otro día estás libre?"
ham,ÃÃ comin to fetch us oredi...,¡Ya viene a buscarnos!
ham,What's nannys address?,¿Cuál es la dirección de la niñera?
spam,"URGENT!! Your 4* Costa Del Sol Holiday or Ã¥Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÃ¥Â£1.50/pm, Max10mins","¡URGENTE! Su vacaciones de 4* en Costa Del Sol o £5000 están esperando ser recogidas. Llame al 09050090044 ahora para reclamar. SAE, Términos y condiciones, PO Box 334, Stockport, SK3 8xh, Costo £1.50/pm, Máx. 10 minutos."
ham,Haf u eaten? Wat time u wan me 2 come?,¿Has comido? ¿A qué hora quieres que venga?
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,¿Quieres un nuevo teléfono de video? ¿750 minutos en cualquier momento y en cualquier red? ¿Alquiler de línea a mitad de precio y mensajes de texto gratis durante 3 meses? Responde o llama al 08000930705 para entrega gratuita.
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order","Yo, llámame cuando tengas la oportunidad, un amigo mío quería que te preguntara sobre un gran pedido."
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,"¿Estamos peleando por estas respuestas únicas? Además, dije que estoy en quiebra y no respondiste."
ham,It certainly puts things into perspective when something like this happens,Ciertamente pone las cosas en perspectiva cuando sucede algo como esto.
ham,Now got tv 2 watch meh? U no work today?,¿Ahora tienes televisión para verme? ¿No trabajas hoy?
ham,i felt so...not any conveying reason.. Ese he... What about me?,Me sentí tan... sin ninguna razón para transmitir... Ese él... ¿Y qué hay de mí?
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,¿Tienes tu móvil desde hace 11 meses o más? Tienes derecho a actualizar a los últimos móviles de color con cámara de forma gratuita. Llama a The Mobile Update Co GRATIS al 08002986030.
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,¿Cómo va todo? ¿Tienes planeadas actividades emocionantes de karaoke? Estoy debatiendo si jugar al fútbol esta tarde. Aunque me siento un poco perezoso.
ham,I told that am coming on wednesday.,Dije que vendría el miércoles.
ham,"Its ok, called mom instead have fun","Está bien, llamé a mamá en lugar de divertirme."
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.","Estimado titular del vale, para reclamar la oferta de esta semana, en su PC por favor visite http://www.wtlp.co.uk/text. Se aplican términos y condiciones."
ham,Well if I'm that desperate I'll just call armand again,"Bueno, si estoy tan desesperado, simplemente volveré a llamar a Armand."
ham,Are you at work right now ?,¿Estás en el trabajo ahora mismo?
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,"¡Felicidades! El teléfono con cámara de video Nokia 3650 es tuyo. Llama al 09066382422. Las llamadas cuestan 150 peniques por minuto. La duración promedio de la llamada es de 3 minutos y varía según los móviles. 16+ Cierra 300603, envía a BCM4284, Londres WC1N 3XX."
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,"No he oído nada y no está respondiendo mis mensajes, así que supongo que se ha echado atrás. Dicho esto, el trabajo es fantástico."
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!","Mmmmmm ... Te amo tanto, Ahmad ... No puedo esperar a que comience este año, ya que cada segundo me acerca a estar a tu lado. ¡Feliz Año Nuevo, mi amor!"
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,"Por favor, ¿cuál es el nombre completo de la escuela de chistes? Porque las tarifas en la Universidad de Florida parecen ser de <#> k. Por favor, contéstame."
ham,"Sorry, I'll call later","Lo siento, llamaré más tarde."
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,Está bien... Pero dijeron que tengo muelas del juicio ocultas y tal vez necesite quitarlas.
ham,And pls pls drink plenty plenty water,"Y por favor, por favor, bebe mucha, mucha agua."
ham,How are you doing. How's the queen. Are you going for the royal wedding,¿Cómo estás? ¿Cómo está la reina? ¿Vas a la boda real?
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,"Él está en la espera. Esa es la parte triste, pero mantenemos el contacto gracias a Skype."
ham,Ok lor then we go tog lor...,"Está bien, entonces vamos juntos..."
ham,Two teams waiting for some players,Dos equipos esperando a algunos jugadores.
ham,Can Ã_ send me a copy of da report?,¿Puedes enviarme una copia del informe?
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.","Hola, ¿cómo estás? Espero que estés bien. Estuve pensando en ti hoy. Te quiero y te extraño. Cuídate."
ham,"Ok da, i already planned. I wil pick you.","Está bien, ya lo planeé. Te recogeré."
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or Ã¥Â£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+","¡Urgente! Por favor, llama al 0906346330. Tu vacaciones en España de 4* cortesía de ABTA o £10,000 en efectivo esperan ser recogidas. SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
ham,"Sorry, I'll call later in meeting","Lo siento, llamaré más tarde en la reunión."
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,Solo realmente necesito cosas antes de mañana y sé que no estarás despierto antes de como a las 6.
ham,I'm good. Have you registered to vote?,Estoy bien. ¿Te has registrado para votar?
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!","Hmm, está bien, me quedaré como una hora porque me duele mucho el ojo."
ham,Dear got bus directly to calicut,"Querido, toma el autobús directamente a Calicut."
ham,Mm umma ask vava also to come tell him can play later together,"Mm, mamá, pídele a papá que venga a decirle que podemos jugar juntos más tarde."
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want","Bueno, el precio general es <#> /oz, házmelo saber si/cuándo/cuánto quieres."
ham,"Sorry, I'll call later","Lo siento, llamaré más tarde."
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning","Cada momento en un día tiene su propio valor: la mañana trae esperanza, la tarde trae fe, la noche trae amor, la noche trae descanso. Deseo que los encuentres todos hoy. Buenos días."
ham,&lt;#&gt;  w jetton ave if you forgot,<#> w jetton ave si lo olvidaste
ham,Ok i'm coming home now.,"Está bien, ya voy a casa."
ham,Can not use foreign stamps in this country.,No se pueden usar sellos extranjeros en este país.
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX","Dobles minutos y mensajes de texto durante 6 meses GRATIS con Bluetooth en Orange. Disponible en teléfonos Sony, Nokia y Motorola. Llama a MobileUpd8 al 08000839402 o llama para optar por no participar/N9DX."
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy","Lo siento, es mucho asunto de amigo de un amigo, ahora mismo estoy a punto de hablar con el tipo que realmente quiere comprar."
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,"¡Gratis la primera semana! El tono número 1 de Nokia para tu móvil cada semana, solo envía un mensaje de texto con NOKIA al 8007. Empieza a enviar mensajes y cuéntaselo a tus amigos www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+"
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","¿Quieres darle un toque divertido a tu teléfono con un nuevo tono semanal? Responde TONES2U a este mensaje. www.ringtones.co.uk, el original y el mejor. Tones 3GBP, se aplican tarifas del operador de red."
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost Ã¥Â£1.50. 2 cancel send STOP","Vamos cariño, ponme caliente, ¡enciéndeme! Mándame tu fantasía ahora cariño :) Estoy caliente, pegajosa y te necesito ahora. Todas las respuestas cuestan £1.50. Para cancelar, envía STOP."
ham,I will come tomorrow di,Vendré mañana.
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,"Actualización de Wylie: mi dealer de marihuana, Carlos, fue a Freedom y tuvo una clase con Lunsford."
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,"¿Eres feliz, bebé? ¿Estás bien? ¿Aceptaste ese trabajo? Espero que estés bien. Te envío un beso para hacerte sonreír desde el otro lado del mar... *beso* *beso*"
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ã_ not interested.,"La película C es una decisión de último minuto, ¿verdad? Solo iba a ver 2, pero pensé que no estaba interesado."
ham,How are you enjoying this semester? Take care brother.,"¿Cómo estás disfrutando este semestre? Cuídate, hermano."
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,INFORMACIÓN IMPORTANTE 4 USUARIO NARANJA 0796XXXXXX. ¡HOY ES TU DÍA DE SUERTE! DESCUBRE POR QUÉ INGRESA A http://www.urawinner.com ¡HAY UN FANTÁSTICO PREMIO ESPERÁNDOTE!
ham,"Get the door, I'm here","Abre la puerta, estoy aquí."
ham,"Lets use it next week, princess :)","Usémoslo la próxima semana, princesa :)"
ham,Or i go home first lar Ã_ wait 4 me lor.. I put down my stuff first..,"O voy a casa primero, espera por mí. Dejo mis cosas primero."
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,"Quiero KFC, es martes. Solo compra 2 comidas, SOLO 2. Sin salsa. Solo 2, Mark. ¡2!"
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),"No da :) él es estúpido, siempre enviando así :) no creas ninguno de esos mensajes. Pandy está loco :)"
ham,Oi when you gonna ring,"Hola, ¿cuándo vas a llamar?"
spam,Missed call alert. These numbers called but left no message. 07008009200,Alerta de llamada perdida. Estos números llamaron pero no dejaron mensaje. 07008009200
ham,I attended but nothing is there.,"Asistí, pero no hay nada allí."
ham,Ard 530 like dat lor. We juz meet in mrt station then Ã_ dun haf to come out.,Ard 530 así. Solo nos encontramos en la estación de MRT y luego no tengo que salir.
ham,No dear i was sleeping :-P,"No, querida, estaba durmiendo :-P"
ham,Er mw im filled tuth is aight,"Él está lleno de esto, está bien."
ham,Will be office around 4 pm. Now i am going hospital.,Estaré en la oficina alrededor de las 4 p.m. Ahora voy al hospital.
ham,Actually i'm waiting for 2 weeks when they start putting ad.,"En realidad, estoy esperando desde hace 2 semanas a que empiecen a poner anuncios."
ham,Anything lor if they all go then i go lor...,"Cualquier cosa, si todos se van, entonces yo me voy..."
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,"¿Estás libre el sábado, verdad? ¿Quieres ver ""Infiltrados"" conmigo, Darren y tal vez XY?"
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.","Por favor, nota: si alguien llama desde una compañía de móviles y te pide que marques # <#> o # <#>. No lo hagas. Desconecta la llamada, porque es un intento de 'terrorista' de hacer uso del número de la tarjeta SIM. Está confirmado por Nokia y Motorola y ha sido verificado por CNN IBN."
ham,Yo you around? A friend of mine's lookin to pick up later tonight,¿Estás por ahí? Un amigo mío está buscando recoger más tarde esta noche.
ham,Stupid auto correct on my phone,Estúpido corrector automático en mi teléfono.
ham,Double eviction this week - Spiral and Michael and good riddance to them!,"Doble expulsión esta semana - ¡Spiral y Michael, y que les vaya bien!"
ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",El mundo sufre mucho... No por la violencia de los malos. ¡Sino por el silencio de los buenos!
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.","Está bien, eso es genial. Está justo al lado de Raglan Rd o Edward Rd. Detrás del campo de cricket. Llámame cuando estés cerca. Nos vemos el martes."
ham,Buy one egg for me da..please:),"Compra un huevo para mí, por favor :)"
ham,Have you started in skye,¿Has comenzado en Skye?
ham,Have you bookedthe hut? And also your time off? How are you by the way?,"¿Has reservado la cabaña? ¿Y también tu tiempo libre? ¿Cómo estás, por cierto?"
ham,And several to you sir.,"Y varios para usted, señor."
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,"Realmente, eres un cerdo, duermes tanto. Mi papá me despertó a las 10 y algo para comer hoy."
ham,I'm at home. Please call,"Estoy en casa. Por favor, llama."
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,Mi amor ... espero que no estés haciendo nada drástico. No te atrevas a vender tu PC o tu teléfono ...
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,Ahora solo llegué a casa... Estoy muy cansado ahora... Vendré mañana.
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,"FREEMSG: Nuestros registros indican que puede tener derecho a 3750 libras por el accidente que tuvo. Para reclamar de forma gratuita, responda con SÍ a este mensaje. Para darse de baja, envíe STOP."
spam,"U can WIN Ã¥Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","Puedes ganar £100 en vales de música cada semana comenzando AHORA. Envía la palabra SORTEO al 87066. Términos y condiciones en www.Idew.com. Juego de habilidad, 1 gana a la semana, edad 16. 150 peniques por mensaje. Suscripción."
ham,Life style garments account no please.,"Las prendas de estilo de vida no cuentan, por favor."
ham,Lol wtf random. Btw is that your lunch break,"Lol, qué raro. Por cierto, ¿es ese tu descanso para el almuerzo?"
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx","Sez, ¿cómo estás tú y el chico árabe? Espero que estén bien, mándales mi amor a todos. Los quiero, eshxxxxxxxxxxx"
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe","¡El hombre LAY! Solo quería que supieras que te extrañamos y pensamos en ti. Que tengas un gran día. Y si puedes, envíame los números de Bimbo y Ugo, lo agradeceré. Cuídate."
ham,Detroit. The home of snow. Enjoy it.,Detroit. El hogar de la nieve. Disfrútalo.
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,¡Muestra tus colores! ¡Oferta Euro 2004 2-4-1! ¡Consigue una bandera de Inglaterra y el tono de 3Lions en tu teléfono! ¡Haz clic en el siguiente mensaje de servicio para más información!
ham,Okie...,Está bien...
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way","Está bien, estoy relajado en la habitación de un amigo, así que mándame un mensaje cuando estés en camino."
ham,Is toshiba portege m100 gd?,¿Es bueno el Toshiba Portege M100?
ham,Well welp is sort of a semiobscure internet thing,"Bueno, ""welp"" es una especie de cosa semiobscura de internet."
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,Envía el texto PASS al 69669 para recoger tus tonos polifónicos. Solo se aplican cargos normales de GPRS. Disfruta de tus tonos.
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send","de acuerdo. Repito, solo envía la palabra ok por mensaje de texto en tu teléfono móvil y envía."
ham,Loosu go to hospital. De dont let it careless.,Loosu va al hospital. No lo dejes descuidado.
ham,How much for an eighth?,¿Cuánto cuesta un octavo?
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,"Dios mío, Joanna me está volviendo loco. Ha revisado a todos mis amigos para encontrar fotos de mí. Y luego está preguntando sobre cosas en mi MySpace, al que ni siquiera he accedido en como un año. :/"
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.","Envía tu fecha de nacimiento con mes y año, te diré el nombre de tu PAREJA DE VIDA y el método de cálculo. Es necesario que respondas."
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,"Ahora no me he despertado, así que estoy un poco confundido... ¿Puedo? Papá salió hace un rato... No puedo venir ahora tampoco..."
ham,"How about clothes, jewelry, and trips?","¿Qué tal la ropa, las joyas y los viajes?"
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just Ã¥Â£5 by replying GET BBDELUXE and take the challenge,Block Breaker ahora viene en formato de lujo con nuevas características y excelentes gráficos de T-Mobile. Compra por solo £5 respondiendo GET BBDELUXE y acepta el desafío.
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,¡Ah! ¡Un abrazo sería genial! ¡Necesitaría mucho té y sopa antes de cualquier tipo de torpeza!
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,información importante 4 usuario naranja. ¡Hoy es tu día de suerte! Descubre por qué accede a http://www.urawinner.com ¡HAY UNA FANTÁSTICA SORPRESA ESPERÁNDOTE!
ham,I am late. I will be there at,Estoy tarde. Estaré allí a
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,Triste historia de un hombre - La semana pasada fue mi cumpleaños. Mi esposa no me felicitó. Mis padres se olvidaron y mis hijos también. Fui a trabajar. Ni siquiera mis colegas me felicitaron.
ham,Are you plans with your family set in stone ?,¿Tienes planes con tu familia fijados?
